253558033; Tesco Bramley Apples Loose; £0.29; (£1.15/kg); Apples, Pears & Rhubarb
253832428; Tesco Yellow Grapefruit Each; £0.40; (£0.40/each); Citrus Fruit
266238732; Pancake Lemon Pack; £1.00; (£0.25/each); Citrus Fruit
253560634; Tesco Limes Each; £0.30; (£0.30/each); Citrus Fruit
259397933; Tesco Everyday Value Lemons Min 3 Pack; £0.89; (£0.30/each); Citrus Fruit
253554014; Tesco Oranges Each; £0.30; (£0.30/each); Citrus Fruit
265891385; Tesco Limes Min 5 Pack; £1.50; (£0.30/each); Citrus Fruit
257742718; Jaffa Oranges Min 4 Pack; £1.85; (£0.31/each); Citrus Fruit
265281220; Tesco Unwaxed Lemons Min 5 Pack; £1.50; (£0.30/each); Citrus Fruit
253556346; Tesco Pink Grapefruit Each; £0.50; (£0.50/each); Citrus Fruit
268215543; Jaffa Reds Orange Pack; £2.25; (£2.25/kg); Citrus Fruit
263608606; Tesco Fair Trade Oranges 4 Pack; £1.35; (£0.34/each); Citrus Fruit
259397340; Tesco Everyday Value Oranges Min 4 Pack; £0.76; (£0.19/each); Citrus Fruit
262792946; Tesco Organic Oranges Min 3 Pack; £1.75; (£0.35/each); Citrus Fruit
253557103; Tesco Marmalade Oranges Pack 1Kg; £2.00; (£2.00/kg); Citrus Fruit
273660278; Tesco Finest Oranges 5 Pack; £2.20; (£0.44/each); Citrus Fruit
253556398; Tesco Lemons Each; £0.30; (£0.30/each); Citrus Fruit
253561443; Tesco Red Grapefruit Each; £0.50; (£0.50/each); Citrus Fruit
258057537; Tesco Wholefoods Dried Apricots 250G; £2.05; (£8.20/kg); Dried Fruit & Nuts
274157867; Tesco Deglet Nour Dates 300G; £2.00; (£6.67/kg); Dried Fruit & Nuts
284196413; Eat Me Dates Deglet Nour Pitted 200G; £1.50; (£7.50/kg); Dried Fruit & Nuts
268967695; Tesco Goodness Kids Apricots 30G; ; ; Dried Fruit & Nuts
250281502; Tesco Organic Medjool Dates 200G; £2.00; (£10.00/kg); Dried Fruit & Nuts
283111272; Tesco Snacking Lemon Jumbo Golden Raisins 60G; £1.00; (£16.67/kg); Dried Fruit & Nuts
275218570; Tesco Finest King Solomon Dates 225G; £2.99; (£13.29/kg); Dried Fruit & Nuts
268973406; Tesco Kids Mini Raisins 10X14g; £1.25; (£8.93/kg); Dried Fruit & Nuts
266594764; Tesco Halawi Dates 200G; £1.00; (£5.00/kg); Dried Fruit & Nuts
268961298; Tesco Goodness Raisin Mix 30G; £0.40; (£13.34/kg); Dried Fruit & Nuts
257399828; Tesco Wholefoods Cranberries 100G; £1.50; (£15.00/kg); Dried Fruit & Nuts
274171043; Tesco Soft Pitted Dates 250G; £2.00; (£8.00/kg); Dried Fruit & Nuts
269018130; Tesco Dried Mango Snack Pack 40G; £1.00; (£25.00/kg); Dried Fruit & Nuts
283111545; Tesco Snacking Raisins And Berries 60G; £1.00; (£16.67/kg); Dried Fruit & Nuts
268323017; Tesco Goodness Dried Selection Fruit Packs 10X25g; £2.00; (£8.00/kg); Dried Fruit & Nuts
286169408; Tesco Dried Apricots 60G; £1.00; (£16.67/kg); Dried Fruit & Nuts
257398518; Tesco Wholefoods Blueberries 100G; £2.50; (£25.00/kg); Dried Fruit & Nuts
268968832; Tesco Goodness Dried Banana 25G; £0.40; (£16.00/kg); Dried Fruit & Nuts
283196305; Tesco Wholefoods Dried Apple Wedges 120G; £2.00; (£16.67/kg); Dried Fruit & Nuts
260165769; Tesco Wholefoods Dried Cherries 100G; £2.00; (£20.00/kg); Dried Fruit & Nuts
253554469; Tesco Green Seedless Grapes Loose; £2.60; (£4.00/kg); Grapes
260138514; Tesco Seedless Grape Selection Pack 500G; £2.00; (£4.00/kg); Grapes
260138854; Tesco Red Seedless Grapes 500G; £2.00; (£4.00/kg); Grapes
250299925; Tesco Organic Red Or Black Grapes 400G; £3.00; (£7.50/kg); Grapes
258358596; Tesco Organic Green Grapes 400G; £2.00; (£5.00/kg); Grapes
253558396; Tesco Red Seedless Grapes Loose; £2.60; (£4.00/kg); Grapes
259421180; Tesco Everyday Value Green/Red Grapes 500G; £1.25; (£2.50/kg); Grapes
262640958; Tesco Black Seedless Grapes 500G; £2.00; (£4.00/kg); Grapes
253662715; Tesco Black Seedless Grapes Loose; £2.00; (£4.00/kg); Grapes
267408167; Tesco Green Seedless Grapes Pack 500G; £2.00; (£4.00/kg); Grapes
252949690; Tesco Perfectly Ripe Kiwi Pack 4 Pack; £1.65; (£0.41/each); Kiwi & Mango
253554285; Tesco Large Kiwi Fruit Each; £0.35; (£0.35/each); Kiwi & Mango
259417448; Tesco Everyday Value Kiwi Fruit Pack; £0.83; (£0.14/each); Kiwi & Mango
255805844; Tesco Perfectly Ripe Mango; £1.00; (£1.00/each); Kiwi & Mango
282764188; Tesco Mango 275G; £2.00; (£7.28/kg); Kiwi & Mango
282744270; Tesco Mango, Melon And Apple Fingers 240G; £2.00; (£8.34/kg); Kiwi & Mango
260278123; Tesco Giant Mango Each; £1.80; (£1.80/each); Kiwi & Mango
282154363; Tesco Ripe And Ready Mango 3 Pack; £2.50; (£0.83/each); Kiwi & Mango
253381878; Tesco Kiwi Fruits 6 Pack; £1.00; (£0.20/each); Kiwi & Mango
250164181; Tesco Finest Mango Each; £2.50; (£2.50/each); Kiwi & Mango
258336461; Tesco Everyday Value Melon; £0.90; (£0.90/each); Melons & Pineapples
256582085; Tesco Cantaloupe Melon Each; £2.00; (£2.00/each); Melons & Pineapples
254384645; Tesco Honeydew Melon; £2.00; (£2.00/each); Melons & Pineapples
280004867; Tesco Pineapple Chunks 130G; £1.00; (£7.70/kg); Melons & Pineapples
254814662; Tesco Pineapple Chunks 400G; £2.00; (£5.00/kg); Melons & Pineapples
279907364; Melon And Grape Duo 130G; £1.00; (£7.70/kg); Melons & Pineapples
279934971; Tesco Mouthwatering Melon 130G; £1.00; (£7.70/kg); Melons & Pineapples
265107198; Tesco Melon And Grapes Duo 400G; £2.00; (£5.00/kg); Melons & Pineapples
254650837; Tesco Piel De Sapo Melon Each; £2.25; (£2.25/each); Melons & Pineapples
254638605; Tesco Watermelon; £3.00; (£3.00/each); Melons & Pineapples
259414298; Tesco Everyday Value Pineapple Each; ; ; Melons & Pineapples
254385356; Tesco Galia Melon Each; £2.00; (£2.00/each); Melons & Pineapples
255771828; Tesco Fair Trade Pineapple Each; ; ; Melons & Pineapples
255230763; Tesco Pineapple; £1.00; (£1.00/each); Melons & Pineapples
260905678; Tesco Extra Large Pineapple Each; £0.30; (£0.30/each); Melons & Pineapples
265421948; Tesco Ripen At Home Peaches Min 4 Pack; £1.50; (£0.38/each); Nectarines & Peaches
266782962; Tesco Super Sweet Nectarine Pack; £2.00; (£0.67/each); Nectarines & Peaches
266782985; Tesco Super Sweet Peaches Min 3 Pack; £2.00; (£2.00/each); Nectarines & Peaches
268502556; Tesco Supersweet White Flesh Nect Arines Min 3 Pack; £2.00; (£0.67/each); Nectarines & Peaches
265421879; Tesco Ripen At Home Nectarines Min 4 Pack; £1.50; (£0.38/each); Nectarines & Peaches
256991482; Tesco Organic Blueberries 150G; £3.00; (£20.00/kg); Organic Fruit
268734435; Tesco Organic Fair Trade Bananas 6 Pack; £1.65; (£0.28/each); Organic Fruit
250404353; Tesco Organic Sweet Easy Peeler Min 4 Pack; £1.75; (£0.44/each); Organic Fruit
262792946; Tesco Organic Oranges Min 3 Pack; £1.75; (£0.35/each); Organic Fruit
287024383; Tesco Organic Braeburn Apples 630G; £2.00; (£3.18/kg); Organic Fruit
250299925; Tesco Organic Red Or Black Grapes 400G; £3.00; (£7.50/kg); Organic Fruit
266356816; Tesco Organic Hazelnuts 200G; £2.50; (£12.50/kg); Organic Fruit
287024262; Tesco Organic Goodness Apples 630G; £1.50; (£2.39/kg); Organic Fruit
252201146; Tesco Organic Unwaxed Lemons Min 3 Pack; £1.00; (£0.33/each); Organic Fruit
266356851; Tesco Organic Almonds 200G; £2.80; (£14.00/kg); Organic Fruit
287009091; Tesco Organic Gala Apples 630G; £2.50; (£3.97/kg); Organic Fruit
287024072; Tesco Organic Pink Lady Apples 570G; £2.85; (£5.00/kg); Organic Fruit
258358596; Tesco Organic Green Grapes 400G; £2.00; (£5.00/kg); Organic Fruit
261834005; Tesco Organic Walnuts 100G; £2.25; (£22.50/kg); Organic Fruit
262057163; Tesco Organic Roasted Pistachios 100G; £2.25; (£22.50/kg); Organic Fruit
268437188; Tesco Organic Goodness Bananas Pack; £1.50; (£0.25/each); Organic Fruit
287024855; Tesco Organic British Apples 630G; £2.00; (£3.18/kg); Organic Fruit
250281502; Tesco Organic Medjool Dates 200G; £2.00; (£10.00/kg); Organic Fruit
266565966; Tesco Organic Cashew Nuts 150G; £2.75; (£18.34/kg); Organic Fruit
250414859; Tesco Organic Raspberries 125G; ; ; Organic Fruit
267246790; Tesco Finest Plums Min 4 Pack; £2.00; (£0.50/each); Plums & Apricots
280967222; Tesco Yellow Plums 300G; £1.50; (£5.00/kg); Plums & Apricots
264778166; Tesco Ripen At Home Plums 400G; £1.00; (£2.50/kg); Plums & Apricots
253559216; Tesco Plums Loose; £0.20; (£3.99/kg); Plums & Apricots
259417145; Tesco Everyday Value Plums 1Kg; £2.20; (£2.20/kg); Plums & Apricots
279844518; Tesco Apple And Strawberry Fruit Salad 125G; £1.00; (£8.00/kg); Fresh Cut Fruit
280115275; Tesco Berry Medley 240G; £2.00; (£8.34/kg); Fresh Cut Fruit
286681740; Tesco Apple And Grape Snack Pack 80G; £0.50; (£6.25/kg); Fresh Cut Fruit
279532444; Tesco Coconut Pieces 100G; £1.00; (£10.00/kg); Fresh Cut Fruit
286415803; Tesco Grape, Plum And Blueberry 240G; £2.00; (£8.34/kg); Fresh Cut Fruit
285363433; Tesco Chunky Melon Slices 550G; £2.50; (£4.55/kg); Fresh Cut Fruit
279844956; Tesco Grape And Strawberry Fruit Salad 125G; £1.00; (£8.00/kg); Fresh Cut Fruit
285363312; Tesco Mango And Pineapple Fingers 80G; £1.00; (£12.50/kg); Fresh Cut Fruit
280134494; Tesco Berry Medley 240G; £2.00; (£8.34/kg); Fresh Cut Fruit
284735485; Tesco Kiwi, Strawberry And Melon 240G; £2.00; (£8.34/kg); Fresh Cut Fruit
274983482; Tesco Melon And Pineapple Finger Trio 300G; £2.00; (£6.67/kg); Fresh Cut Fruit
269022942; Tesco Grape Snack Pack 80G; £0.50; (£6.25/kg); Fresh Cut Fruit
285333383; Tesco Mango And Pineapple With Drizzle 220G; £2.00; (£9.10/kg); Fresh Cut Fruit
287651812; Tesco Fruit Salad 260G; £2.00; (£8.34/kg); Fresh Cut Fruit
279934971; Tesco Mouthwatering Melon 130G; £1.00; (£7.70/kg); Fresh Cut Fruit
286681826; Tesco Grape Snack Pack 80G; £0.50; (£6.25/kg); Fresh Cut Fruit
285333757; Tesco Apple, Plum And Grapes With Drizzle 225G; £2.00; (£8.89/kg); Fresh Cut Fruit
274983314; Tesco Melon Grapes And Pineapple Fingers 300G; £2.00; (£0.67/100g); Fresh Cut Fruit
279565543; Tesco Melon And Grapes 130G; £1.00; (£7.70/kg); Fresh Cut Fruit
286681924; Tesco Apple Snack Pack 80G; £0.50; (£6.25/kg); Fresh Cut Fruit
254638605; Tesco Watermelon; £3.00; (£3.00/each); Tropical & Exotic Fruit
253381878; Tesco Kiwi Fruits 6 Pack; £1.00; (£0.20/each); Tropical & Exotic Fruit
253554285; Tesco Large Kiwi Fruit Each; £0.35; (£0.35/each); Tropical & Exotic Fruit
282154363; Tesco Ripe And Ready Mango 3 Pack; £2.50; (£0.83/each); Tropical & Exotic Fruit
259414298; Tesco Everyday Value Pineapple Each; ; ; Tropical & Exotic Fruit
255230763; Tesco Pineapple; £1.00; (£1.00/each); Tropical & Exotic Fruit
255547786; Tesco Ripe Papaya Each; £1.50; (£1.50/each); Tropical & Exotic Fruit
260278123; Tesco Giant Mango Each; £1.80; (£1.80/each); Tropical & Exotic Fruit
255771828; Tesco Fair Trade Pineapple Each; ; ; Tropical & Exotic Fruit
254385356; Tesco Galia Melon Each; £2.00; (£2.00/each); Tropical & Exotic Fruit
258336461; Tesco Everyday Value Melon; £0.90; (£0.90/each); Tropical & Exotic Fruit
260905678; Tesco Extra Large Pineapple Each; £0.30; (£0.30/each); Tropical & Exotic Fruit
266596451; Tesco Baby Figs 150G; £2.00; (£13.34/kg); Tropical & Exotic Fruit
253554982; Tesco Pomegranates Each; £1.00; (£1.00/each); Tropical & Exotic Fruit
255805844; Tesco Perfectly Ripe Mango; £1.00; (£1.00/each); Tropical & Exotic Fruit
254650837; Tesco Piel De Sapo Melon Each; £2.25; (£2.25/each); Tropical & Exotic Fruit
254384645; Tesco Honeydew Melon; £2.00; (£2.00/each); Tropical & Exotic Fruit
252949690; Tesco Perfectly Ripe Kiwi Pack 4 Pack; £1.65; (£0.41/each); Tropical & Exotic Fruit
256582085; Tesco Cantaloupe Melon Each; £2.00; (£2.00/each); Tropical & Exotic Fruit
259417448; Tesco Everyday Value Kiwi Fruit Pack; £0.83; (£0.14/each); Tropical & Exotic Fruit
264653295; Tesco Stir Fry Vegetable Medley 220G; £2.35; (£10.69/kg); Baby Vegetables
264512762; Tesco Finest Sweetfire Baby Beetroot 180G; £1.50; (£8.34/kg); Baby Vegetables
279336786; Tesco Baby Corn 190G; £1.40; (£7.37/kg); Baby Vegetables
256301753; Tesco Baby Leeks 110G; ; ; Baby Vegetables
268889136; Tesco Prepared Baby Sprouts 180G; £1.00; (£6.67/kg); Baby Vegetables
257211126; Tesco Baby Courgettes 200G; ; ; Baby Vegetables
282648902; Tesco Baby Pak Choi 120G; £1.60; (£13.34/kg); Baby Vegetables
253430898; Tesco Chefs Vegetable Medley 280G; £2.35; (£8.40/kg); Baby Vegetables
285278678; Tesco Baby Turnips 320G; £1.60; (£5.00/kg); Baby Vegetables
284933636; Tesco Jerusalem Artichokes 350G; £2.00; (£5.72/kg); Baby Vegetables
256989802; Tesco Babycorn And Mangetout 175G; £1.70; (£9.72/kg); Baby Vegetables
259764349; Tesco Baby Parsnips 230G; £1.60; (£6.96/kg); Baby Vegetables
250869015; Tesco Organic Baby Corn 125G; £1.60; (£12.80/kg); Baby Vegetables
259264100; Tesco Baby Carrots 200G; £1.60; (£8.00/kg); Baby Vegetables
252544097; Tesco Baby Leaf Greens 200G; £1.00; (£5.00/kg); Baby Vegetables
279627298; Tesco Tendersweet Carrots 150G; £2.00; (£13.34/kg); Baby Vegetables
273483804; Tesco Baby Spinach 240G; £1.50; (£0.63/100g); Baby Vegetables
280404472; Tesco Purple Sprouting Broccoli 200G; £1.75; (£8.75/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
276775005; Tesco Cabbage And Leek (C); ; ; Broccoli, Brussel Sprouts, Cabbage & Cauliflower
257231200; Tesco Broccoli Loose; £0.53; (£1.40/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
264105668; Tesco Broccoli 335G; £0.49; (£1.47/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
256473491; Tesco Red Cabbage Each; £0.52; (£0.80/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
259416031; Tesco Everyday Value Cabbage; £0.69; (£0.69/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
280108932; Tesco Tender Stem Tips 120G; £1.35; (£11.25/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
271925361; Tesco Cauliflower Extra Large Each; £1.85; (£1.85/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
254941983; Tesco Sweetheart Cabbage Each; £0.75; (£0.75/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
255838396; Tesco Savoy Cabbage Each; £0.80; (£0.80/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
279232920; Tesco Tender Stem Broccoli 220G; £2.00; (£9.10/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
253382096; Tesco Green Cabbage Each; £0.80; (£0.80/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
259418956; Tesco Everyday Value Cauliflower Each; £0.89; (£0.89/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
260955877; Tesco Finest Cabbage January King; £1.00; (£1.00/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
256725879; Tesco Organic Seasonal Cabbage; £1.30; (£1.30/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
253558119; Tesco Cauliflower Each; £1.00; (£1.00/each); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
279647204; Tesco Asparagus And Tender Stem Broccoli 190G; £2.25; (£11.85/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
278680465; Tesco Cabbage Broccoli Medley 350G; £1.25; (£3.58/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
276775218; Tesco Cauliflower / Broccoli Florets 400G (M); £1.00; (£2.50/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
253561414; Tesco White Cabbage Each; £0.55; (£0.60/kg); Broccoli, Brussel Sprouts, Cabbage & Cauliflower
264512762; Tesco Finest Sweetfire Baby Beetroot 180G; £1.50; (£8.34/kg); Carrots & Root Veg
259264100; Tesco Baby Carrots 200G; £1.60; (£8.00/kg); Carrots & Root Veg
257804652; Tesco Carrots 600G; £0.50; (£0.83/kg); Carrots & Root Veg
267524806; Tesco Leeks 500G; £1.50; (£3.00/kg); Carrots & Root Veg
259505409; Tesco Everyday Value Parsnips 750G; £0.90; (£1.20/kg); Carrots & Root Veg
253557408; Tesco Parsnips Loose; £0.19; (£1.29/kg); Carrots & Root Veg
256301753; Tesco Baby Leeks 110G; ; ; Carrots & Root Veg
285794147; Tesco Bunched Carrots Each; £1.50; (£1.50/each); Carrots & Root Veg
253555998; Tesco Leeks Loose; £0.44; (£1.75/kg); Carrots & Root Veg
268474258; Tesco Everyday Value Leeks 750G; £1.40; (£1.87/kg); Carrots & Root Veg
280084097; Tesco Small Swede Each; £0.70; (£0.70/each); Carrots & Root Veg
268875020; Tesco Finest Imperator Carrots 450G; £1.50; (£3.34/kg); Carrots & Root Veg
255964067; Tesco Parsnips Pack 500G; £0.85; (£1.70/kg); Carrots & Root Veg
254638565; Tesco Carrots Loose; £0.08; (£0.75/kg); Carrots & Root Veg
279627298; Tesco Tendersweet Carrots 150G; £2.00; (£13.34/kg); Carrots & Root Veg
253430898; Tesco Chefs Vegetable Medley 280G; £2.35; (£8.40/kg); Carrots & Root Veg
253560588; Tesco Carrots 1Kg; £0.60; (£0.60/kg); Carrots & Root Veg
274234200; Tesco Everyday Value Carrots Minimum 1Kg; £0.53; (£0.53/kg); Carrots & Root Veg
259764349; Tesco Baby Parsnips 230G; £1.60; (£6.96/kg); Carrots & Root Veg
279525234; Tesco Chantenay Carrots 500G; £0.90; (£1.80/kg); Carrots & Root Veg
256339363; Tesco Red Chillies 60G; £0.60; (£10.00/kg); Chillies, Garlic & Ginger
253553948; Tesco Green Chillies 65G; £0.60; (£9.24/kg); Chillies, Garlic & Ginger
253194105; Tesco Finger Chillies 80G; £0.90; (£11.25/kg); Chillies, Garlic & Ginger
262453391; Tesco Mixed Chillies 65G; £0.60; (£9.24/kg); Chillies, Garlic & Ginger
259413656; Tesco Everyday Value Garlic 3 Pack; £0.49; (£0.16/each); Chillies, Garlic & Ginger
253559297; Tesco Root Ginger Loose; £0.90; (£3.00/kg); Chillies, Garlic & Ginger
262979857; Tesco Garlic 4 Pack; £1.00; (£0.25/each); Chillies, Garlic & Ginger
263386065; Tesco Garlic Each; £0.30; (£0.30/each); Chillies, Garlic & Ginger
272682288; Tesco Chef's Choice Garlic Each; £0.50; (£0.50/each); Chillies, Garlic & Ginger
263388823; Tesco Ginger 125G; £0.99; (£7.92/kg); Chillies, Garlic & Ginger
263943986; Tesco Organic Garlic 3 Pack; £0.90; (£0.30/each); Chillies, Garlic & Ginger
257211126; Tesco Baby Courgettes 200G; ; ; Courgettes, Aubergines & Asparagus
279336066; Tesco Asparagus Bundle 175G; £1.00; (£5.00/kg); Courgettes, Aubergines & Asparagus
279647204; Tesco Asparagus And Tender Stem Broccoli 190G; £2.25; (£11.85/kg); Courgettes, Aubergines & Asparagus
266674936; Tesco Asparagus Bundles 250G; £1.65; (£6.60/kg); Courgettes, Aubergines & Asparagus
280404837; Tesco Courgettes Pre Packed 500G; £1.75; (£3.50/kg); Courgettes, Aubergines & Asparagus
279336607; Tesco Asparagus Tips 125G; £2.25; (£22.50/kg); Courgettes, Aubergines & Asparagus
253554596; Tesco Courgettes Loose; £0.50; (£2.50/kg); Courgettes, Aubergines & Asparagus
278637454; Tesco Fine Asparagus 110G; £1.65; (£15.00/kg); Courgettes, Aubergines & Asparagus
266344767; Tesco Aubergine Each; £0.75; (£0.75/each); Courgettes, Aubergines & Asparagus
268124986; Found! Dried Mixed Wild Mushrooms 25G; £2.00; (£80.00/kg); Mushrooms
273654879; Tesco Finest Forestiere Mushrooms 250G; £1.25; (£5.00/kg); Mushrooms
285398979; Tesco Finest Asian Selection 150G; £1.75; (£11.67/kg); Mushrooms
277812433; Tesco Everyday Value Closed Cup Mushrooms 350G; £0.79; (£2.26/kg); Mushrooms
253560219; Tesco Closed Cup Mushrooms Loose; £0.19; (£2.68/kg); Mushrooms
280108566; Tesco Sliced Mushroom And Garlic Butter 135G; £1.00; (£7.41/kg); Mushrooms
272866906; Tesco Finest Wild Mushrooms 100G; £1.50; (£15.00/kg); Mushrooms
286021474; Tesco Finest Oyster Mushrooms 100G; £1.00; (£10.00/kg); Mushrooms
280046682; Tesco Closed Cup Mushrooms 300G; £1.00; (£3.34/kg); Mushrooms
273664769; Tesco Finest Shiitake Mushrooms 125G; £1.25; (£10.00/kg); Mushrooms
279316390; Tesco Family Pack Mushrooms 625G; £2.00; (£3.20/kg); Mushrooms
273796797; Tesco Organic Chestnut Mushrooms 250G; £1.25; (£5.00/kg); Mushrooms
280172612; Tesco Finest Large Flat Forestiere Mushrooms 250G; £1.75; (£7.00/kg); Mushrooms
278192789; Tesco Stuffed Mini Mushrooms 240G; £1.75; (£7.30/kg); Mushrooms
273796618; Tesco Chestnut Mushrooms 250G; £1.00; (£4.00/kg); Mushrooms
255932232; Tesco Large Flat Mushrooms 300G; £1.20; (£4.00/kg); Mushrooms
279856049; Tesco Family Pack Chestnut Mushrooms 525G; £2.00; (£3.81/kg); Mushrooms
277248006; Tesco Organic White Mushrooms 290G; £1.00; (£3.45/kg); Mushrooms
280046454; Tesco Baby Button Mushrooms 200G; £1.00; (£5.00/kg); Mushrooms
250247999; Tesco Sliced Mushrooms 250G; £1.00; (£4.00/kg); Mushrooms
281426090; Tesco Brown Onions 3 Pack Min 485G; £1.00; (£2.07/kg); Onions & Shallots
280198242; Cooking Onions Brown Onions 2.5Kg; £1.95; (£0.78/kg); Onions & Shallots
281425851; Tesco Red Onions 3Pack Min 385G; £1.00; (£2.60/kg); Onions & Shallots
282649089; Tesco Finest Sweet Onion 3 Pack Min 385G; £1.50; (£3.90/kg); Onions & Shallots
259098826; Tesco Finest Echalion Shallots 400G; £1.50; (£3.75/kg); Onions & Shallots
285959495; Tesco Rosanna Onions 1Kg; £1.00; (£1.00/kg); Onions & Shallots
255736044; Tesco Brown Onions 1Kg; £0.79; (£0.79/kg); Onions & Shallots
264705160; Tesco Organic Red Onions; £1.00; (£1.87/kg); Onions & Shallots
273761014; Tesco Everyday Value Onions 1Kg; £0.63; (£0.63/kg); Onions & Shallots
268597343; Tesco Organic Brown Onions 750G; £1.00; (£1.34/kg); Onions & Shallots
286784601; Tesco Sliced Red Onion 320G; £1.00; (£3.13/kg); Onions & Shallots
